person_id,age,education_num,hours_per_week,capital_gain,capital_loss,occupation,native_country,workclass,marital_status,relationship,class,split,case_review_note,post_adjudication_risk_code,kyc_name_mismatch_flag,kyc_address_mismatch_flag,id_document_expired_flag,manual_review_required_flag,watchlist_screening_hit_flag,email_bounce_last_30d_flag,device_risk_high_flag,duplicate_application_flag,income_proof_unreadable_flag,extract_country_code,dataset_schema_version,constant_one,db_row_surrogate_key,db_source_table,db_etl_batch_id,db_loaded_at_utc,dgp_regime,record_written_at
8380,46,13,56,0.0,1887.0,Other-service,Germany,Federal-gov,Separated,Wife,<=50K,train,application status is approved and verification is complete.,-0.005,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008379,income_application_snapshot,batch_2026_02_19,2026-02-19 00:44:34,training_dgp,2026-01-02 17:22:11
8381,31,12,58,0.0,0.0,Craft-repair,Philippines,State-gov,Widowed,Unmarried,<=50K,train,address verification is complete and customer information is consistent.,-0.017,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008380,income_application_snapshot,batch_2026_02_19,2026-02-19 00:09:11,production_dgp,2026-02-06 05:15:37
8382,22,8,30,0.0,1977.0,Craft-repair,Canada,Local-gov,Divorced,Not-in-family,<=50K,train,identity check is complete because documents are clear.,0.002,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008381,income_application_snapshot,batch_2026_02_19,2026-02-19 00:01:15,production_dgp,2026-01-11 21:53:35
8383,41,9,27,0.0,0.0,Prof-specialty,Germany,Self-emp-not-inc,Divorced,Wife,<=50K,train,identity check is complete because documents are clear.,-0.017,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008382,income_application_snapshot,batch_2026_02_19,2026-02-19 00:49:38,production_dgp,2026-02-09 15:27:27
8384,59,5,68,0.0,0.0,Exec-managerial,India,Local-gov,Separated,Unmarried,<=50K,train,application status is approved and verification is complete.,-0.005,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008383,income_application_snapshot,batch_2026_02_19,2026-02-19 00:28:56,training_dgp,2026-01-19 01:13:01
8385,74,3,55,,0.0,Adm-clerical,Philippines,Private,Divorced,Not-in-family,<=50K,train,application status is approved and verification is complete.,-0.025,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008384,income_application_snapshot,batch_2026_02_19,2026-02-19 00:24:09,production_dgp,2026-01-19 12:32:33
8386,49,1,25,15000.0,0.0,Sales,IN,Self-emp-not-inc,Never-married,Wife,<=50K,test,application status is approved and verification is complete.,-0.04,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008385,income_application_snapshot,batch_2026_02_19,2026-02-19 00:03:47,production_dgp,2026-01-25 12:03:50
8387,52,11,16,7500.0,1887.0,Adm-clerical,Philippines,Self-emp-not-inc,Widowed,Other-relative,>50K,train,address verification is complete and customer information is consistent.,0.995,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008386,income_application_snapshot,batch_2026_02_19,2026-02-19 00:02:56,training_dgp,2026-01-13 20:33:44
8388,65,1,34,,0.0,Other-service,Philippines,Local-gov,Separated,Own-child,<=50K,train,identity check is complete because documents are clear.,0.026,0,0,0,0,0,0,0,0,1,US,v1.0,1,10008387,income_application_snapshot,batch_2026_02_19,2026-02-19 00:59:09,production_dgp,2026-01-02 18:21:45
8389,69,2,51,7500.0,0.0,Prof-specialty,Philippines,Self-emp-not-inc,Divorced,Husband,<=50K,train,income statement was received and review status is approved.,0.005,0,0,0,1,0,0,0,0,0,US,v1.0,1,10008388,income_application_snapshot,batch_2026_02_19,2026-02-19 00:51:52,production_dgp,2026-01-30 06:04:20
8390,33,12,35,500.0,,Other-service,Mexico,Local-gov,Married-civ-spouse,Not-in-family,<=50K,train,income statement was received and review status is approved.,-0.004,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008389,income_application_snapshot,batch_2026_02_19,2026-02-19 00:20:44,training_dgp,2026-01-10 23:57:53
8391,74,9,,2500.0,0.0,Exec-managerial,India,State-gov,Never-married,Own-child,<=50K,train,identity check is complete because documents are clear.,0.052,0,0,1,0,0,0,0,0,0,US,v1.0,1,10008390,income_application_snapshot,batch_2026_02_19,2026-02-19 00:24:31,production_dgp,2026-01-20 12:46:42
8392,47,8,42,15000.0,2415.0,Prof-specialty,Germany,Federal-gov,Never-married,Own-child,<=50K,train,application status is approved and verification is complete.,-0.047,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008391,income_application_snapshot,batch_2026_02_19,2026-02-19 00:53:32,production_dgp,2026-02-06 14:29:55
8393,71,4,69,0.0,0.0,Adm-clerical,Philippines,Federal-gov,Separated,Own-child,<=50K,test,income statement was received and review status is approved.,0.006,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008392,income_application_snapshot,batch_2026_02_19,2026-02-19 00:41:21,production_dgp,2026-01-22 03:06:50
8394,24,3,62,0.0,1887.0,Adm-clerical,Canada,Private,Married-civ-spouse,Other-relative,<=50K,train,employment verification is complete and documents are valid.,-0.018,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008393,income_application_snapshot,batch_2026_02_19,2026-02-19 00:05:42,production_dgp,2026-02-06 20:08:28
8395,23,7,40,0.0,0.0,Exec-managerial,Germany,Local-gov,Never-married,Own-child,<=50K,train,address verification is complete and customer information is consistent.,0.001,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008394,income_application_snapshot,batch_2026_02_19,2026-02-19 00:59:48,training_dgp,2026-01-10 02:48:20
8396,68,6,60,,0.0,Sales,India,Local-gov,Divorced,Unmarried,>50K,train,address verification is complete and customer information is consistent.,0.984,0,0,0,0,0,1,0,0,0,US,v1.0,1,10008395,income_application_snapshot,batch_2026_02_19,2026-02-19 00:21:21,production_dgp,2026-01-18 09:25:04
8397,56,9,39,7500.0,0.0,Other-service,Philippines,Local-gov,Separated,Other-relative,<=50K,train,application status is approved and verification is complete.,-0.014,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008396,income_application_snapshot,batch_2026_02_19,2026-02-19 00:01:57,training_dgp,2026-01-22 11:28:49
8398,27,3,15,7500.0,0.0,Exec-managerial,India,State-gov,Married-civ-spouse,Not-in-family,<=50K,train,application status is approved and verification is complete.,0.005,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008397,income_application_snapshot,batch_2026_02_19,2026-02-19 00:33:12,production_dgp,2026-01-17 14:29:45
8399,69,4,31,2500.0,0.0,Prof-specialty,Canada,Self-emp-not-inc,Separated,Other-relative,<=50K,train,income statement was received and review status is approved.,-0.004,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008398,income_application_snapshot,batch_2026_02_19,2026-02-19 00:05:16,training_dgp,2026-01-07 10:36:35
8400,23,2,37,500.0,1977.0,Other-service,Canada,Local-gov,Divorced,Own-child,<=50K,train,employment verification is complete and documents are valid.,-0.015,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008399,income_application_snapshot,batch_2026_02_19,2026-02-19 00:51:15,training_dgp,2026-01-02 19:19:00
8401,56,7,68,0.0,1887.0,Exec-managerial,Philippines,Federal-gov,Separated,Wife,<=50K,test,identity check is complete because documents are clear.,-0.027,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008400,income_application_snapshot,batch_2026_02_19,2026-02-19 00:35:21,training_dgp,2026-01-09 22:55:39
8402,29,5,60,7500.0,1977.0,Adm-clerical,Germany,Local-gov,Married-civ-spouse,Own-child,<=50K,train,application status is approved and verification is complete.,0.015,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008401,income_application_snapshot,batch_2026_02_19,2026-02-19 00:33:03,training_dgp,2026-01-25 12:49:10
8403,22,4,23,,1977.0,Other-service,Philippines,Local-gov,Divorced,Husband,<=50K,train,income statement was received and review status is approved.,-0.005,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008402,income_application_snapshot,batch_2026_02_19,2026-02-19 00:56:12,production_dgp,2026-01-06 03:43:44
8404,63,9,15,15000.0,2415.0,Exec-managerial,United-States,Federal-gov,Divorced,Wife,<=50K,train,address verification is complete and customer information is consistent.,-0.025,0,0,0,1,0,0,0,0,0,US,v1.0,1,10008403,income_application_snapshot,batch_2026_02_19,2026-02-19 00:03:37,training_dgp,2026-01-10 06:13:03
8405,66,8,44,0.0,0.0,Exec-managerial,MX,Private,Never-married,Wife,>50K,train,employment verification is complete and documents are valid.,0.966,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008404,income_application_snapshot,batch_2026_02_19,2026-02-19 00:53:07,production_dgp,2026-01-01 05:11:42
8406,24,4,44,0.0,0.0,Other-service,Philippines,Self-emp-not-inc,Married-civ-spouse,Husband,<=50K,train,identity check is complete because documents are clear.,0.005,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008405,income_application_snapshot,batch_2026_02_19,2026-02-19 00:24:40,training_dgp,2026-01-02 22:53:15
8407,23,11,55,2500.0,0.0,Exec-managerial,united states,Local-gov,Never-married,Husband,<=50K,test,income statement was recieved and review status are approved.,-0.006,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008406,income_application_snapshot,batch_2026_02_19,2026-02-19 00:16:00,production_dgp,2026-01-11 23:09:37
8408,53,6,29,0.0,1887.0,Craft-repair,Germany,Private,Divorced,Other-relative,<=50K,train,address verification is complete and customer information is consistent.,0.003,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008407,income_application_snapshot,batch_2026_02_19,2026-02-19 00:07:12,production_dgp,2026-02-09 02:48:45
8409,19,6,59,,1977.0,Prof-specialty,Canada,Local-gov,Married-civ-spouse,Other-relative,<=50K,train,address verification is complete and customer information is consistent.,0.05,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008408,income_application_snapshot,batch_2026_02_19,2026-02-19 00:15:20,training_dgp,2026-01-21 14:39:50
8410,60,8,37,7500.0,0.0,Other-service,India,Federal-gov,Widowed,Other-relative,<=50K,train,identity check is complete because documents are clear.,0.016,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008409,income_application_snapshot,batch_2026_02_19,2026-02-19 00:58:12,production_dgp,2026-01-14 20:53:47
8411,70,3,33,,0.0,Sales,United-States,State-gov,Separated,Husband,<=50K,train,employment verification is complete and documents are valid.,-0.001,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008410,income_application_snapshot,batch_2026_02_19,2026-02-19 00:13:11,production_dgp,2026-01-28 12:41:14
8412,60,7,38,0.0,1977.0,Prof-specialty,U.S.A.,Private,Never-married,Other-relative,<=50K,train,identity check is complete because documents are clear.,-0.034,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008411,income_application_snapshot,batch_2026_02_19,2026-02-19 00:27:16,production_dgp,2026-01-08 23:27:47
8413,31,9,,500.0,1887.0,Other-service,Philippines,Federal-gov,Married-civ-spouse,Own-child,<=50K,test,employment verfication is complete and documents are valid.,0.032,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008412,income_application_snapshot,batch_2026_02_19,2026-02-19 00:58:18,training_dgp,2026-01-31 21:59:28
8414,28,2,36,500.0,0.0,Craft-repair,United-States,State-gov,Separated,Own-child,<=50K,train,application status is approved and verification is complete.,0.001,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008413,income_application_snapshot,batch_2026_02_19,2026-02-19 00:59:35,training_dgp,2026-01-30 09:53:21
8415,56,9,45,0.0,0.0,Sales,Germany,Federal-gov,Married-civ-spouse,Wife,<=50K,train,application status is approved and verification is complete.,0.049,0,0,0,0,0,0,0,0,1,US,v1.0,1,10008414,income_application_snapshot,batch_2026_02_19,2026-02-19 00:57:12,production_dgp,2026-01-01 06:26:37
8416,21,1,64,0.0,1977.0,Sales,United-States,Private,Divorced,Other-relative,<=50K,train,employment verification is complete and documents are valid.,-0.016,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008415,income_application_snapshot,batch_2026_02_19,2026-02-19 00:27:27,production_dgp,2026-01-28 18:55:19
8417,48,10,16,0.0,1977.0,Craft-repair,India,Federal-gov,Never-married,Other-relative,<=50K,train,application status is approved and verification is complete.,-0.026,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008416,income_application_snapshot,batch_2026_02_19,2026-02-19 00:58:39,training_dgp,2026-02-07 16:48:16
8418,43,1,44,7500.0,0.0,Prof-specialty,united states,Private,Never-married,Unmarried,<=50K,train,income statement was received and review status is approved.,0.029,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008417,income_application_snapshot,batch_2026_02_19,2026-02-19 00:48:28,training_dgp,2026-02-01 00:32:22
8419,60,3,53,500.0,0.0,Sales,Canada,Private,Separated,Husband,<=50K,train,employment verification is complete and documents are valid.,0.005,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008418,income_application_snapshot,batch_2026_02_19,2026-02-19 00:32:15,production_dgp,2026-01-18 21:59:18
8420,29,6,,7500.0,1977.0,Other-service,United-States,Self-emp-not-inc,Never-married,Own-child,<=50K,train,address verification is complete and customer information is consistent.,0.025,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008419,income_application_snapshot,batch_2026_02_19,2026-02-19 00:06:26,production_dgp,2026-02-09 09:02:09
8421,61,10,18,0.0,2415.0,Respiratory therapist,Canada,Federal-gov,Never-married,Wife,<=50K,test,identity check are complete because documments are clear.,-0.025,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008420,income_application_snapshot,batch_2026_02_19,2026-02-19 00:32:20,production_dgp,2026-01-27 06:16:58
8422,57,11,54,15000.0,0.0,Exec-managerial,Philippines,Federal-gov,Never-married,Other-relative,>50K,train,employment verification is complete and documents are valid.,0.975,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008421,income_application_snapshot,batch_2026_02_19,2026-02-19 00:06:23,production_dgp,2026-01-20 17:27:38
8423,31,8,,,1977.0,Adm-clerical,Germany,State-gov,Married-civ-spouse,Not-in-family,>50K,train,income statement was received and review status is approved.,0.979,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008422,income_application_snapshot,batch_2026_02_19,2026-02-19 00:09:03,production_dgp,2026-02-07 06:12:37
8424,38,2,34,500.0,2415.0,Other-service,Canada,Private,Separated,Other-relative,<=50K,train,address verification is complete and customer information is consistent.,-0.056,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008423,income_application_snapshot,batch_2026_02_19,2026-02-19 00:20:25,training_dgp,2026-02-07 17:29:05
8425,21,6,56,0.0,0.0,Sales,Philippines,Federal-gov,Divorced,Other-relative,<=50K,train,income statement was received and review status is approved.,-0.01,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008424,income_application_snapshot,batch_2026_02_19,2026-02-19 00:31:56,training_dgp,2026-01-16 14:40:00
8426,43,12,42,15000.0,0.0,Sales,Germany,Self-emp-not-inc,Never-married,Not-in-family,>50K,train,employment verification is complete and documents are valid.,0.963,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008425,income_application_snapshot,batch_2026_02_19,2026-02-19 00:02:51,training_dgp,2026-01-09 23:56:27
8427,32,2,51,7500.0,0.0,Adm-clerical,Germany,State-gov,Never-married,Wife,<=50K,train,employment verification is complete and documents are valid.,0.002,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008426,income_application_snapshot,batch_2026_02_19,2026-02-19 00:19:32,production_dgp,2026-01-24 23:04:52
8428,24,11,36,500.0,1977.0,Other-service,Canada,Self-emp-not-inc,Widowed,Unmarried,<=50K,train,application status is approved and verification is complete.,-0.002,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008427,income_application_snapshot,batch_2026_02_19,2026-02-19 00:57:17,training_dgp,2026-01-16 00:23:29
8429,49,6,24,0.0,1977.0,Exec-managerial,India,Local-gov,Divorced,Unmarried,<=50K,train,application status is approved and verification is complete.,-0.018,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008428,income_application_snapshot,batch_2026_02_19,2026-02-19 00:06:35,training_dgp,2026-01-20 17:08:59
8430,50,1,60,2500.0,0.0,Sales,Canada,Private,Separated,Unmarried,<=50K,train,application status is approved and verification is complete.,0.01,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008429,income_application_snapshot,batch_2026_02_19,2026-02-19 00:26:49,training_dgp,2026-01-06 23:59:13
8431,22,11,26,0.0,0.0,Craft-repair,United-States,Federal-gov,Widowed,Other-relative,<=50K,test,income statement was received and review status is approved.,0.003,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008430,income_application_snapshot,batch_2026_02_19,2026-02-19 00:47:03,production_dgp,2026-02-02 14:25:51
8432,28,1,25,2500.0,1887.0,Exec-managerial,Philippines,Private,Divorced,Not-in-family,<=50K,train,application status is approved and verification is complete.,0.027,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008431,income_application_snapshot,batch_2026_02_19,2026-02-19 00:26:09,production_dgp,2026-01-05 12:28:00
8433,22,6,63,7500.0,2415.0,Adm-clerical,Philippines,Federal-gov,Never-married,Unmarried,<=50K,train,identity check is complete because documents are clear.,0.037,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008432,income_application_snapshot,batch_2026_02_19,2026-02-19 00:31:24,training_dgp,2026-01-15 00:04:31
8434,Federal-gov,3,66,500.0,1977.0,Own-child,Mexico,Widowed,Other-service,56,<=50K,train,income statement were received and review status is aproved.,0.003,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008433,income_application_snapshot,batch_2026_02_19,2026-02-19 00:10:14,production_dgp,2026-01-12 03:34:23
8435,37,9,48,0.0,0.0,Adm-clerical,Germany,Private,Divorced,Own-child,>50K,test,application status is approved and verification is complete.,1.009,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008434,income_application_snapshot,batch_2026_02_19,2026-02-19 00:25:06,production_dgp,2026-01-31 00:16:21
8436,22,1,46,500.0,0.0,Adm-clerical,Germany,State-gov,Never-married,Husband,<=50K,train,application status is approved and verification is complete.,0.012,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008435,income_application_snapshot,batch_2026_02_19,2026-02-19 00:55:08,production_dgp,2026-01-12 15:36:09
8437,28,2,34,15000.0,0.0,Exec-managerial,Philippines,Self-emp-not-inc,Widowed,Wife,<=50K,test,application status are aproved and verification is complete.,0.039,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008436,income_application_snapshot,batch_2026_02_19,2026-02-19 00:44:40,production_dgp,2026-01-01 19:19:01
8438,73,8,48,0.0,0.0,Prof-specialty,Philippines,Self-emp-not-inc,Separated,Other-relative,>50K,train,application status is approved and verification is complete.,0.972,1,0,0,0,0,0,0,0,0,US,v1.0,1,10008437,income_application_snapshot,batch_2026_02_19,2026-02-19 00:21:23,training_dgp,2026-01-06 22:14:58
8439,32,15,48,15000.0,1887.0,Other-service,Germany,Self-emp-not-inc,Divorced,Wife,<=50K,train,employment verification is complete and documents are valid.,-0.011,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008438,income_application_snapshot,batch_2026_02_19,2026-02-19 00:42:40,production_dgp,2026-01-24 08:44:52
8440,57,1,43,0.0,0.0,Other-service,Philippines,Self-emp-not-inc,Never-married,Husband,<=50K,train,application status is approved and verification is complete.,-0.028,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008439,income_application_snapshot,batch_2026_02_19,2026-02-19 00:11:21,production_dgp,2026-02-05 07:10:37
8441,44,7,51,2500.0,1887.0,Exec-managerial,Mexico,Federal-gov,Separated,Unmarried,<=50K,train,address verification is complete and customer information is consistent.,-0.013,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008440,income_application_snapshot,batch_2026_02_19,2026-02-19 00:59:47,production_dgp,2026-01-20 02:45:25
8442,28,13,45,2500.0,0.0,Prof-specialty,India,Private,Divorced,Husband,>50K,train,identity check is complete because documents are clear.,0.992,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008441,income_application_snapshot,batch_2026_02_19,2026-02-19 00:51:47,training_dgp,2026-01-28 19:54:54
8443,35,5,63,0.0,1887.0,Adm-clerical,United-States,Self-emp-not-inc,Never-married,Own-child,<=50K,train,income statement was received and review stauts is approved.,-0.018,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008442,income_application_snapshot,batch_2026_02_19,2026-02-19 00:55:57,production_dgp,2026-02-02 09:55:48
8444,18,8,51,0.0,1887.0,Adm-clerical,Philippines,Self-emp-not-inc,Married-civ-spouse,Own-child,<=50K,train,address verification is complete and customer information is consistent.,0.008,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008443,income_application_snapshot,batch_2026_02_19,2026-02-19 00:21:53,training_dgp,2026-01-12 10:37:58
8445,60,13,36,15000.0,,Craft-repair,Mexico,Local-gov,Widowed,Own-child,>50K,train,income statement was received and review status is approved.,1.01,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008444,income_application_snapshot,batch_2026_02_19,2026-02-19 00:40:59,training_dgp,2026-02-01 01:42:07
8446,37,11,51,2500.0,0.0,Craft-repair,Canada,Self-emp-not-inc,Widowed,Own-child,<=50K,train,income statement was received and review status is approved.,-0.0,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008445,income_application_snapshot,batch_2026_02_19,2026-02-19 00:37:58,training_dgp,2026-01-14 16:24:12
8447,46,5,27,2500.0,0.0,Exec-managerial,United-States,State-gov,Widowed,Husband,<=50K,train,application status is approved and verification is complete.,0.006,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008446,income_application_snapshot,batch_2026_02_19,2026-02-19 00:46:58,training_dgp,2026-01-23 17:57:15
8448,26,12,26,0.0,,Exec-managerial,Mexico,Federal-gov,Never-married,Wife,<=50K,train,application status is approved and verification is complete.,0.035,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008447,income_application_snapshot,batch_2026_02_19,2026-02-19 00:05:38,training_dgp,2026-02-06 03:31:00
8449,64,11,60,0.0,0.0,Exec-managerial,Germany,State-gov,Separated,Not-in-family,>50K,test,income statement was received and review status is approved.,1.007,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008448,income_application_snapshot,batch_2026_02_19,2026-02-19 00:33:02,training_dgp,2026-01-12 09:12:38
8450,30,8,47,0.0,0.0,Craft-repair,Mexico,Self-emp-not-inc,Divorced,Husband,<=50K,test,employment verification is complete and documents are valid.,-0.027,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008449,income_application_snapshot,batch_2026_02_19,2026-02-19 00:48:13,training_dgp,2026-01-22 23:52:58
8451,50,7,17,500.0,0.0,Sales,Canada,Federal-gov,Never-married,Wife,<=50K,train,identity check is complete because documents are clear.,-0.016,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008450,income_application_snapshot,batch_2026_02_19,2026-02-19 00:18:27,production_dgp,2026-01-04 12:31:12
8452,67,14,34,2500.0,0.0,Craft-repair,India,Local-gov,Widowed,Other-relative,>50K,train,application status is approved and verification is complete.,0.983,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008451,income_application_snapshot,batch_2026_02_19,2026-02-19 00:07:47,training_dgp,2026-02-02 01:28:41
8453,58,14,69,0.0,,Exec-managerial,Canada,Self-emp-not-inc,Never-married,Not-in-family,>50K,train,income statement was received and review status is approved.,1.028,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008452,income_application_snapshot,batch_2026_02_19,2026-02-19 00:36:41,training_dgp,2026-02-07 08:14:19
8454,52,15,50,0.0,,Sales,Mexico,State-gov,Married-civ-spouse,Not-in-family,>50K,test,address verification is complete and customer information is consistent.,0.99,0,0,1,0,0,0,0,0,0,US,v1.0,1,10008453,income_application_snapshot,batch_2026_02_19,2026-02-19 00:47:46,training_dgp,2026-01-16 09:46:32
8455,68,11,62,0.0,2415.0,Aircraft painter,India,Federal-gov,Married-civ-spouse,Not-in-family,<=50K,train,address verification is complete and customer information is consistent.,-0.021,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008454,income_application_snapshot,batch_2026_02_19,2026-02-19 00:34:23,training_dgp,2026-01-19 06:17:31
8456,28,6,45,15000.0,1977.0,Craft-repair,United-States,Self-emp-not-inc,Widowed,Other-relative,>50K,train,income statement was received and review status is approved.,0.977,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008455,income_application_snapshot,batch_2026_02_19,2026-02-19 00:21:31,training_dgp,2026-02-05 23:14:21
8457,72,2,17,2500.0,0.0,Adm-clerical,Canada,Self-emp-not-inc,Married-civ-spouse,Husband,<=50K,train,address verification is complete and customer information is consistent.,-0.012,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008456,income_application_snapshot,batch_2026_02_19,2026-02-19 00:58:34,production_dgp,2026-02-01 22:36:17
8458,49,2,24h,15000.0,0.0,Prof-specialty,United-States,State-gov,Divorced,Other-relative,<=50K,train,address verification is complete and customer information is consistent.,-0.012,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008457,income_application_snapshot,batch_2026_02_19,2026-02-19 00:10:27,production_dgp,2026-01-10 11:42:37
8459,41,15,20,0.0,0.0,Sales,Germany,Local-gov,Divorced,Own-child,<=50K,train,address verification is complete and customer information is consistent.,-0.015,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008458,income_application_snapshot,batch_2026_02_19,2026-02-19 00:59:38,training_dgp,2026-01-17 10:43:31
8460,32,6,55,500.0,2415.0,Exec-managerial,Philippines,State-gov,Separated,Own-child,<=50K,train,employment verification is complete and documents are valid.,0.017,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008459,income_application_snapshot,batch_2026_02_19,2026-02-19 00:32:07,production_dgp,2026-01-10 06:08:52
8461,60,2,56,500.0,1977.0,Other-service,Republic of India,Local-gov,Widowed,Wife,<=50K,train,identity check is complete because documents are clear.,-0.006,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008460,income_application_snapshot,batch_2026_02_19,2026-02-19 00:33:52,training_dgp,2026-01-23 15:11:52
8462,73,4,40,0.0,1977.0,Craft-repair,Philippines,Private,Divorced,Own-child,<=50K,test,address verification is complete and customer information is consistent.,-0.002,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008461,income_application_snapshot,batch_2026_02_19,2026-02-19 00:02:57,training_dgp,2026-01-31 03:02:42
8463,57,1,54,0.0,0.0,Adm-clerical,India,Self-emp-not-inc,Separated,Not-in-family,<=50K,test,employment verification is complete and documents are valid.,0.015,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008462,income_application_snapshot,batch_2026_02_19,2026-02-19 00:12:13,production_dgp,2026-01-05 13:50:30
8464,19,8,45,0.0,0.0,Other-service,Philippines,Federal-gov,Widowed,Wife,<=50K,train,identity check is complete because documents are clear.,0.016,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008463,income_application_snapshot,batch_2026_02_19,2026-02-19 00:46:20,production_dgp,2026-01-17 05:09:41
8465,44,9,55,0.0,0.0,Adm-clerical,Canada,Federal-gov,Widowed,Own-child,<=50K,train,address verification is complete and customer information is consistent.,-0.012,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008464,income_application_snapshot,batch_2026_02_19,2026-02-19 00:41:00,production_dgp,2026-01-03 14:01:06
8466,59,6,51,7500.0,2415.0,Exec-managerial,Canada,Self-emp-not-inc,Widowed,Other-relative,<=50K,train,employment verfication are complete and documents are valid.,0.024,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008465,income_application_snapshot,batch_2026_02_19,2026-02-19 00:38:13,training_dgp,2026-01-09 22:41:17
8467,40,12,40,500.0,0.0,Sales,India,State-gov,Separated,Unmarried,>50K,train,identity check is complete because documents are clear.,1.0,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008466,income_application_snapshot,batch_2026_02_19,2026-02-19 00:16:54,training_dgp,2026-01-17 23:04:31
8468,62,8,50,0.0,1887.0,Other-service,Philippines,Private,Never-married,Not-in-family,<=50K,train,identity check is complete because documents are clear.,-0.012,0,0,0,0,0,0,0,0,0,US,v1.0,1,10008467,income_application_snapshot,batch_2026_02_19,2026-02-19 00:24:49,training_dgp,2026-02-08 04:10:15
