store_id,date,inventory_units,promotion_discount_pct,store_traffic_index,sales,demand_pressure_index,inventory_after_restock,full_price_pct,ops_shift_note,macro_cost_index,legacy_channel_share,store_type,manual_override_flag,workflow_route_code
30,2023-12-06,395,35.88,1.1732,369.0,1.3398,528.0,64.12,shift handover is complete and stock information is consistent.,1322.14,-537.07,,0,AUTO_PASS
31,2023-12-06,508,8.35,1.1487,213.0,1.3372,496.0,91.65,inventory update is complete and promotion status is approved.,1322.2,-537.1,,0,AUTO_PASS
32,2023-12-06,452,7.7,1.2739,,1.3632,419.0,92.3,pricing verification was completed because store traffic is stable.,1322.26,-537.13,,0,AUTO_PASS
33,2023-12-06,478,10.26,1.0284,276.0,1.3805,557.0,89.74,pricing verification was completed because store traffic is stable.,1322.32,-537.16,,0,AUTO_PASS
34,2023-12-06,448,24.94,1.1417,294.0,1.3395,440.0,75.06,pricing verification was completed because store traffic is stable.,1322.38,-537.19,,0,AUTO_PASS
35,2023-12-06,671,29.1,1.1136,498.0,1.3534,538.0,70.9,shift handover is complete and stock information is consistent.,1322.44,-537.22,,1,MANUAL_REVIEW
36,2023-12-06,610,24.3,1.2959,369.0,1.3564,617.0,75.7,inventory update is complete and promotion status is approved.,1322.5,-537.25,,0,AUTO_PASS
37,2023-12-06,439,13.97,1.3622,477.0,1.3563,503.0,86.03,inventory update is complete and promotion status is approved.,1322.56,-537.28,,1,MANUAL_REVIEW
38,2023-12-06,441,7.29,1.1614,190.0,1.3441,542.0,92.71,inventory update is complete and promotion status is approved.,1322.62,-537.31,,0,AUTO_PASS
39,2023-12-06,425,24.37,1.1566,251.0,1.3086,366.0,75.63,inventory update is complete and promotion status is approved.,1322.68,-537.34,,0,AUTO_PASS
40,2023-12-06,433,3.66,1.3211,255.0,1.3529,464.0,96.34,pricing verification was completed because store traffic is stable.,1322.74,-537.37,,0,AUTO_PASS
41,2023-12-06,522,16.32,1.051,365.0,1.3494,477.0,83.68,pricing verification was completed because store traffic is stable.,1322.8,-537.4,,0,AUTO_PASS
42,2023-12-06,327,13.18,,368.0,1.3456,371.0,86.82,pricing verification was completed because store traffic is stable.,1322.86,-537.43,,0,AUTO_PASS
43,2023-12-06,397,18.44,1.2511,406.0,1.3571,451.0,81.56,manual check is complete and discount application is confirmed.,1322.92,-537.46,,1,MANUAL_REVIEW
44,2023-12-06,407,2.21,1.3136,356.0,1.3456,632.0,97.79,inventory update is complete and promotion status is approved.,1322.98,-537.49,,0,AUTO_PASS
45,2023-12-06,472,25.32,0.9987,270.0,1.3462,578.0,74.68,shift handover is complete and stock information is consistent.,1323.04,-537.52,,0,AUTO_PASS
46,2023-12-06,540,5.13,1.0294,282.0,1.3337,295.0,94.87,inventory update is complete and promotion status is approved.,1323.1,-537.55,,0,AUTO_PASS
47,2023-12-06,550,22.08,1.298,191.0,1.3666,377.0,77.92,manual check is complete and discount application is confirmed.,1323.16,-537.58,,0,AUTO_PASS
48,2023-12-06,620,3.1,1.3279,383.0,1.3648,474.0,96.9,pricing verification was completed because store traffic is stable.,1323.22,-537.61,,1,MANUAL_REVIEW
49,2023-12-06,482,143.85,1.1219,319.0,1.3513,653.0,-43.849999999999994,inventory update is complete and promotion status is approved.,1323.28,-537.64,,0,AUTO_PASS
50,2023-12-06,465,14.34,,266.0,1.3556,650.0,85.66,manual check is complete and discount application is confirmed.,1323.34,-537.67,,0,AUTO_PASS
51,2023-12-06,568,22.3,1.1628,,1.388,341.0,77.7,manual check is complete and discount application is confirmed.,1323.4,-537.7,,0,AUTO_PASS
52,2023-12-06,415,5.2,1.1967,,1.3499,433.0,94.8,shift handover is complete and stock information is consistent.,1323.46,-537.73,,0,AUTO_PASS
53,2023-12-06,444,4.12,1.2595,481.0,1.3731,657.0,95.88,pricing verification was completed because store traffic is stable.,1323.52,-537.76,,1,MANUAL_REVIEW
54,2023-12-06,485,13.05,1.4418,413.0,1.3789,290.0,86.95,inventory update is complete and promotion status is approved.,1323.58,-537.79,,1,MANUAL_REVIEW
55,2023-12-06,454,10.83,1.1497,231.0,1.3278,661.0,89.17,pricing verification was completed becuase store traffic are stable.,1323.64,-537.82,,0,AUTO_PASS
56,2023-12-06,577,2.59,1.118,237.0,1.3798,550.0,97.41,inventory update is complete and promotion status is approved.,1323.7,-537.85,,0,AUTO_PASS
57,2023-12-06,507,6.13,1.1372,,1.3694,474.0,93.87,manual check is complete and discount application is confirmed.,1323.76,-537.88,,0,AUTO_PASS
58,2023-12-06,500,150.99,1.1458,,1.3518,573.0,-50.99000000000001,pricing verification was completed because store traffic is stable.,1323.82,-537.91,,0,AUTO_PASS
59,2023-12-06,434,11.63,1.4106,286.0,1.3605,500.0,88.37,manual check is complete and discount application is confirmed.,1323.88,-537.94,,0,AUTO_PASS
60,2023-12-06,380,34.94,1.0847,327.0,1.3541,334.0,65.06,manual check is complete and discount application is confirmed.,1323.94,-537.97,,0,AUTO_PASS
1,2023-12-07,550,1.69,1.298,,1.335,386.0,98.31,manual check is complete and discount application is confirmed.,1324.0,-538.0,,0,AUTO_PASS
2,2023-12-07,637,21.81,1.1197,325.0,1.3838,491.0,78.19,manual check is complete and discount application is confirmed.,1324.06,-538.03,,0,AUTO_PASS
3,2023-12-07,446,101.12,1.0991,323.0,1.3429,530.0,-1.1200000000000045,manual check is complete and discount application is confirmed.,1324.12,-538.06,,0,AUTO_PASS
4,2023-12-07,496,22.15,1.0605,288.0,1.3323,447.0,77.85,inventory update is complete and promotion status is approved.,1324.18,-538.09,,0,AUTO_PASS
5,2023-12-07,481,8.08,1.0538,273.0,1.342,308.0,91.92,shift handover is complete and stock information is consistent.,1324.24,-538.12,,0,AUTO_PASS
6,2023-12-07,463,23.29,1.1072,303.0,1.3547,404.0,76.71000000000001,manual check is complete and discount application is confirmed.,1324.3,-538.15,,0,AUTO_PASS
7,2023-12-07,420,16.8,1.2643,274.0,1.3737,421.0,83.2,inventory update is complete and promotion status is approved.,1324.36,-538.18,,0,AUTO_PASS
8,2023-12-07,265,,1.0587,252.0,1.3423,344.0,,pricing verification was completed because store traffic is stable.,1324.42,-538.21,,0,AUTO_PASS
9,2023-12-07,430,15.85,1.1077,299.0,1.3592,581.0,84.15,inventory update is complete and promotion status is approved.,1324.48,-538.24,,0,AUTO_PASS
10,2023-12-07,565,23.01,1.2294,359.0,1.3714,449.0,76.99,pricing verification was completed because store traffic is stable.,1324.54,-538.27,,0,AUTO_PASS
11,2023-12-07,535,66.9,1.0627,358.0,1.3533,436.0,33.099999999999994,shift handover is complete and stock information is consistent.,1324.6,-538.3,,0,AUTO_PASS
12,2023-12-07,537,2.83,1.2963,416.0,1.3562,640.0,97.17,shift handover is complete and stock information is consistent.,1324.66,-538.33,,1,MANUAL_REVIEW
13,2023-12-07,627,13.6,1.1342,337.0,1.3376,498.0,86.4,shift handover is complete and stock information is consistent.,1324.72,-538.36,,0,AUTO_PASS
14,2023-12-07,424,27.1,1.16,,1.3472,350.0,72.9,inventory update is complete and promotion status is approved.,1324.78,-538.39,,0,AUTO_PASS
15,2023-12-07,571,10.39,1.0976,219.0,1.3768,408.0,89.61,inventory update is complete and promotion status is approved.,1324.84,-538.42,,0,AUTO_PASS
16,2023-12-07,316,,1.3447,229.0,1.3838,488.0,,inventory update is complete and promotion status is approved.,1324.9,-538.45,,0,AUTO_PASS
17,2023-12-07,479,4.97,1.1025,261.0,1.3264,479.0,95.03,shift handover is complete and stock information is consistent.,1324.96,-538.48,,0,AUTO_PASS
18,2023-12-07,434,8.83,1.4131,500.0,1.3311,507.0,91.17,pricing verification was completed because store traffic is stable.,1325.02,-538.51,,1,MANUAL_REVIEW
19,2023-12-07,469,8.91,1.1692,,1.3586,484.0,91.09,pricing verification was completed because store traffic is stable.,1325.08,-538.54,,0,AUTO_PASS
20,2023-12-07,521,19.31,1.2679,387.0,1.3485,409.0,80.69,pricing verification was completed because store traffic is stable.,1325.14,-538.57,,1,MANUAL_REVIEW
21,2023-12-07,559,9.58,1.4229,180.0,1.3528,674.0,90.42,manual check is complete and discount application is confirmed.,1325.2,-538.6,,0,AUTO_PASS
22,2023-12-07,534,46.56,1.3107,515.0,1.3356,506.0,53.44,manual check are complete and discount application is confirmed.,1325.26,-538.63,,1,MANUAL_REVIEW
23,2023-12-07,453,23.42,1.0609,149.0,1.3484,340.0,76.58,manual check is complete and discount application is confirmed.,1325.32,-538.66,,0,AUTO_PASS
24,2023-12-07,640,4.69,1.2172,297.0,1.3422,442.0,95.31,inventory update is complete and promotion status is approved.,1325.38,-538.69,,0,AUTO_PASS
25,2023-12-07,376,14.23,1.1272,355.0,1.2948,370.0,85.77,inventory update is complete and promotion status is approved.,1325.44,-538.72,,0,AUTO_PASS
26,2023-12-07,489,15.19,1.3631,277.0,1.3524,476.0,84.81,pricing verification was completed because store traffic is stable.,1325.5,-538.75,,0,AUTO_PASS
27,2023-12-07,512,9.43,1.3366,,1.3837,421.0,90.57,inventory update is complete and promotion status is approved.,1325.56,-538.78,,0,AUTO_PASS
28,2023-12-07,413,11.71,1.2754,331.0,1.3587,497.0,88.28999999999999,manual check is complete and discount application is confirmed.,1325.62,-538.81,,0,AUTO_PASS
29,2023-12-07,547,24.27,1.0796,290.0,1.3373,498.0,75.73,manual check is complete and discount application is confirmed.,1325.68,-538.84,,0,AUTO_PASS
30,2023-12-07,528,41.38,1.2575,434.0,1.4088,732.0,58.62,manual check is complete and discount application is confirmed.,1325.74,-538.87,,1,MANUAL_REVIEW
31,2023-12-07,496,7.0,1.1958,150.0,1.3421,387.0,93.0,inventory update is complete and promotion status is approved.,1325.8,-538.9,,0,AUTO_PASS
32,2023-12-07,419,4.8,1.0792,,1.3652,445.0,95.2,pricing verification was completed because store traffic is stable.,1325.86,-538.93,,0,AUTO_PASS
33,2023-12-07,557,4.97,1.2774,348.0,1.3562,375.0,95.03,inventory update is complete and promotion status is approved.,1325.92,-538.96,,0,AUTO_PASS
34,2023-12-07,440,46.12,1.1755,273.0,1.3463,575.0,53.88,pricing verification was completed because store traffic is stable.,1325.98,-538.99,,0,AUTO_PASS
35,2023-12-07,538,13.37,1.2763,,1.3307,350.0,86.63,manual check is complete and discount application is confirmed.,1326.04,-539.02,,0,AUTO_PASS
36,2023-12-07,617,8.53,1.2682,288.0,1.3309,388.0,91.47,shift handover are complete and stock infromation is consistent.,1326.1,-539.05,,0,AUTO_PASS
37,2023-12-07,503,44.27,1.284,585.0,1.339,648.0,55.73,manual check is complete and discount application is confirmed.,1326.16,-539.08,,1,MANUAL_REVIEW
38,2023-12-07,542,5.18,1.1966,261.0,1.3417,449.0,94.82,manual check is complete and discount application is confirmed.,1326.22,-539.11,,0,AUTO_PASS
39,2023-12-07,366,31.13,1.1971,291.0,1.3635,562.0,68.87,shift handover is complete and stock information is consistent.,1326.28,-539.14,,0,AUTO_PASS
40,2023-12-07,464,21.24,,313.0,1.3364,419.0,78.76,manual check is complete and discount application is confirmed.,1326.34,-539.17,,0,AUTO_PASS
41,2023-12-07,477,27.37,1.2642,,1.3716,560.0,72.63,manual check is complete and discount application is confirmed.,1326.4,-539.2,,0,AUTO_PASS
42,2023-12-07,371,17.96,0.9045,171.0,1.3295,407.0,82.03999999999999,pricing verification was completed because store traffic is stable.,1326.46,-539.23,,0,AUTO_PASS
43,2023-12-07,451,10.62,1.1931,332.0,1.3855,469.0,89.38,manual check is complete and discount application is confirmed.,1326.52,-539.26,,0,AUTO_PASS
44,2023-12-07,632,16.67,1.1465,349.0,1.3676,624.0,83.33,manual check is complete and discount application is confirmed.,1326.58,-539.29,,0,AUTO_PASS
45,2023-12-07,578,25.23,1.1323,350.0,1.3817,407.0,74.77,inventory update is complete and promotion status is approved.,1326.64,-539.32,,0,AUTO_PASS
46,2023-12-07,295,37.59,1.1303,380.0,1.3232,388.0,62.41,manual check is complete and discount application is confirmed.,1326.7,-539.35,,1,MANUAL_REVIEW
47,2023-12-07,377,,1.1099,210.0,1.3218,691.0,,pricing verification was completed because store traffic is stable.,1326.76,-539.38,,0,AUTO_PASS
48,2023-12-07,474,25.0,1.133,347.0,1.3672,480.0,75.0,shift handover is complete and stock information is consistent.,1326.82,-539.41,,0,AUTO_PASS
49,2023-12-07,653,9.0,1.3683,,1.3675,552.0,91.0,inventory update is complete and promotion status is approved.,1326.88,-539.44,,0,AUTO_PASS
50,2023-12-07,650,9.88,1.2958,188.0,1.3232,328.0,90.12,pricing verification was completed because store traffic is stable.,1326.94,-539.47,,0,AUTO_PASS
51,2023-12-07,341,,1.2577,420.0,1.3309,531.0,,pricing verification was completed because store traffic is stable.,1327.0,-539.5,,1,MANUAL_REVIEW
52,2023-12-07,433,53.41,1.1674,343.0,1.3255,500.0,46.59,shift handover is complete and stock information is consistent.,1327.06,-539.53,,0,AUTO_PASS
53,2023-12-07,657,10.4,1.2248,448.0,1.3591,268.0,89.6,shift handover is complete and stock information is consistent.,1327.12,-539.56,,1,MANUAL_REVIEW
54,2023-12-07,290,,1.2652,411.0,1.3758,417.0,,inventory update is complete and promotion status is approved.,1327.18,-539.59,,1,MANUAL_REVIEW
55,2023-12-07,661,34.16,,321.0,1.3945,346.0,65.84,shift handover is complete and stock information is consistent.,1327.24,-539.62,,0,AUTO_PASS
56,2023-12-07,550,7.31,1.1111,331.0,1.3097,467.0,92.69,pricing verification was completed because store traffic is stable.,1327.3,-539.65,,0,AUTO_PASS
57,2023-12-07,474,34.98,1.1445,,1.3707,487.0,65.02000000000001,inventory update is complete and promotion status is approved.,1327.36,-539.68,,0,AUTO_PASS
58,2023-12-07,573,9.15,0.9944,326.0,1.359,647.0,90.85,shift handover is complete and stock information is consistent.,1327.42,-539.71,,0,AUTO_PASS
59,2023-12-07,500,35.36,1.1778,350.0,1.3723,575.0,64.64,shift handover is complete and stock information is consistent.,1327.48,-539.74,,0,AUTO_PASS
60,2023-12-07,334,17.89,0.9882,302.0,1.3095,374.0,82.11,manual check is complete and discount application is confirmed.,1327.54,-539.77,,0,AUTO_PASS
1,2023-12-08,386,23.97,1.0369,321.0,1.3532,424.0,76.03,pricing verification were completed becuase store traffic is stable.,1327.6,-539.8,,0,AUTO_PASS
2,2023-12-08,491,54.89,1.2369,,1.3531,637.0,45.11,pricing verification was completed because store traffic is stable.,1327.66,-539.83,,0,AUTO_PASS
3,2023-12-08,530,20.96,1.3111,338.0,1.3196,593.0,79.03999999999999,pricing verification was completed because store traffic is stable.,1327.72,-539.86,,0,AUTO_PASS
4,2023-12-08,447,26.18,1.1333,350.0,1.3249,377.0,73.82,pricing verification was completed becuase store traffic is stable.,1327.78,-539.89,,0,AUTO_PASS
5,2023-12-08,308,2.28,1.1461,264.0,1.3328,327.0,97.72,shift handover is complete and stock information is consistent.,1327.84,-539.92,,0,AUTO_PASS
6,2023-12-08,404,7.13,0.9254,224.0,1.4028,653.0,92.87,inventory update is complete and promotion status is approved.,1327.9,-539.95,,0,AUTO_PASS
7,2023-12-08,421,7.55,1.2032,241.0,1.3509,372.0,92.45,manual check is complete and discount application is confirmed.,1327.96,-539.98,,0,AUTO_PASS
8,2023-12-08,344,0.54,1.2852,280.0,1.3165,472.0,99.46,manual check is complete and discount application is confirmed.,1328.02,-540.01,,0,AUTO_PASS
9,2023-12-08,581,11.88,1.1505,349.0,1.3354,600.0,88.12,shift handover is complete and stock information is consistent.,1328.08,-540.04,,0,AUTO_PASS
10,2023-12-08,449,23.9,1.18,307.0,1.3791,611.0,76.1,inventory update is complete and promotion status is approved.,1328.14,-540.07,,0,AUTO_PASS
11,2023-12-08,436,13.0,1.3693,271.0,1.3537,662.0,87.0,shift handover is complete and stock information is consistent.,1328.2,-540.1,,0,AUTO_PASS
12,2023-12-08,640,13.23,1.1908,341.0,1.3105,393.0,86.77,shift handover is complete and stock information is consistent.,1328.26,-540.13,,0,AUTO_PASS
13,2023-12-08,498,6.37,1.1737,342.0,1.3309,391.0,93.63,pricing verification was completed because store traffic is stable.,1328.32,-540.16,,0,AUTO_PASS
14,2023-12-08,350,,1.1169,300.0,1.3722,477.0,,manual check is complete and discount application is confirmed.,1328.38,-540.19,,0,AUTO_PASS
15,2023-12-08,408,36.67,,272.0,1.342,732.0,63.33,pricing verification was completed because store traffic is stable.,1328.44,-540.22,,0,AUTO_PASS
16,2023-12-08,488,8.55,1.1533,229.0,1.359,774.0,91.45,inventory update is complete and promotion status is approved.,1328.5,-540.25,,0,AUTO_PASS
17,2023-12-08,479,7.16,1.17,241.0,1.3633,453.0,92.84,shift handover is complete and stock information is consistent.,1328.56,-540.28,,0,AUTO_PASS
18,2023-12-08,507,24.95,,379.0,1.3301,431.0,75.05,pricing verification was completed because store traffic is stable.,1328.62,-540.31,,1,MANUAL_REVIEW
19,2023-12-08,484,6.32,1.0338,374.0,1.3874,460.0,93.68,shift handover is complete and stock information is consistent.,1328.68,-540.34,,1,MANUAL_REVIEW
20,2023-12-08,409,35.29,1.2737,361.0,1.3384,405.0,64.71000000000001,inventory update is complete and promotion status is approved.,1328.74,-540.37,,0,AUTO_PASS
21,2023-12-08,674,21.46,1.1985,210.0,1.3618,400.0,78.53999999999999,manual check is complete and discount application is confirmed.,1328.8,-540.4,,0,AUTO_PASS
22,2023-12-08,506,1.97,1.3578,,1.3447,448.0,98.03,manual check is complete and discount application is confirmed.,1328.86,-540.43,,0,AUTO_PASS
23,2023-12-08,340,9.52,1.1299,119.0,1.3429,539.0,90.48,shift handover are complete and stock infromation is consistent.,1328.92,-540.46,,0,AUTO_PASS
24,2023-12-08,442,16.77,1.0792,324.0,1.352,768.0,83.23,pricing verification was completed because store traffic is stable.,1328.98,-540.49,,0,AUTO_PASS
25,2023-12-08,370,15.62,1.0897,337.0,1.3472,458.0,84.38,inventory update is complete and promotion status is approved.,1329.04,-540.52,,0,AUTO_PASS
26,2023-12-08,476,11.37,1.1687,261.0,1.3434,446.0,88.63,inventory update is complete and promotion status is approved.,1329.1,-540.55,,0,AUTO_PASS
27,2023-12-08,421,34.62,1.208,454.0,1.3555,620.0,65.38,shift handover is complete and stock information is consistent.,1329.16,-540.58,,1,MANUAL_REVIEW
28,2023-12-08,497,28.3,1.4251,,1.3549,429.0,71.7,shift handover is complete and stock information is consistent.,1329.22,-540.61,,0,AUTO_PASS
29,2023-12-08,498,6.99,1.2154,256.0,1.3314,361.0,93.01,manual check is complete and discount application is confirmed.,1329.28,-540.64,,0,AUTO_PASS
30,2023-12-08,732,29.21,1.2491,454.0,1.3419,790.0,70.78999999999999,manual check is complete and discount application is confirmed.,1329.34,-540.67,,1,MANUAL_REVIEW
31,2023-12-08,387,8.78,1.1486,137.0,1.3261,511.0,91.22,shift handover is complete and stock information is consistent.,1329.4,-540.7,,0,AUTO_PASS
32,2023-12-08,445,7.0,1.2151,,1.3239,313.0,93.0,shift handover is complete and stock information is consistent.,1329.46,-540.73,,0,AUTO_PASS
33,2023-12-08,375,15.54,1.2008,326.0,1.3587,530.0,84.46000000000001,inventory update is complete and promotion status is approved.,1329.52,-540.76,,0,AUTO_PASS
34,2023-12-08,575,4.45,1.158,260.0,1.3709,603.0,95.55,inventory update is complete and promotion status is approved.,1329.58,-540.79,,0,AUTO_PASS
35,2023-12-08,350,0.57,1.4643,512.0,1.3406,313.0,99.43,pricing verification was completed because store traffic is stable.,1329.64,-540.82,,1,MANUAL_REVIEW
36,2023-12-08,388,38.51,1.2961,,1.3448,703.0,61.49,manual check is complete and discount application is confirmed.,1329.7,-540.85,,0,AUTO_PASS
37,2023-12-08,648,3.45,0.9787,298.0,1.3681,309.0,96.55,manual check is complete and discount application is confirmed.,1329.76,-540.88,,0,AUTO_PASS
38,2023-12-08,449,4.66,1.1728,291.0,1.3312,594.0,95.34,shift handover are complete and stock infromation is consistent.,1329.82,-540.91,,0,AUTO_PASS
39,2023-12-08,562,9.52,1.238,250.0,1.3463,367.0,90.48,manual check is complete and discount application is confirmed.,1329.88,-540.94,,0,AUTO_PASS
40,2023-12-08,419,7.33,1.1407,268.0,1.3556,616.0,92.67,manual check is complete and discount application is confirmed.,1329.94,-540.97,,0,AUTO_PASS
41,2023-12-08,560,18.94,1.2527,445.0,1.3296,499.0,81.06,manual check is complete and discount application is confirmed.,1330.0,-541.0,,1,MANUAL_REVIEW
42,2023-12-08,407,13.06,1.0421,315.0,1.3139,575.0,86.94,pricing verification was completed because store traffic is stable.,1330.06,-541.03,,0,AUTO_PASS
43,2023-12-08,469,14.66,1.092,337.0,1.3344,609.0,85.34,shift handover is complete and stock information is consistent.,1330.12,-541.06,,0,AUTO_PASS
44,2023-12-08,624,8.88,1.4168,,1.3661,499.0,91.12,manual check is complete and discount application is confirmed.,1330.18,-541.09,,0,AUTO_PASS
45,2023-12-08,407,19.58,1.2788,,1.3775,494.0,80.42,manual check is complete and discount application is confirmed.,1330.24,-541.12,,0,AUTO_PASS
46,2023-12-08,388,36.73,1.2871,500.0,1.3543,357.0,63.27,inventory update is complete and promotion status is approved.,1330.3,-541.15,,1,MANUAL_REVIEW
47,2023-12-08,691,2.69,1.2854,163.0,1.3499,374.0,97.31,manual check is complete and discount application is confirmed.,1330.36,-541.18,,0,AUTO_PASS
48,2023-12-08,480,10.94,1.1464,373.0,1.3576,515.0,89.06,manual check is complete and discount application is confirmed.,1330.42,-541.21,,1,MANUAL_REVIEW
49,2023-12-08,552,19.22,,481.0,1.3527,700.0,80.78,inventory update is complete and promotion status is approved.,1330.48,-541.24,,1,MANUAL_REVIEW
50,2023-12-08,328,47.42,1.1405,251.0,1.3753,530.0,52.58,shift handover are complete and stock infromation is consistent.,1330.54,-541.27,,0,AUTO_PASS
51,2023-12-08,531,20.28,1.348,457.0,1.3812,537.0,79.72,shift handover is complete and stock information is consistent.,1330.6,-541.3,,1,MANUAL_REVIEW
52,2023-12-08,500,13.09,1.2318,342.0,1.318,445.0,86.91,pricing verification was completed because store traffic is stable.,1330.66,-541.33,,0,AUTO_PASS
53,2023-12-08,268,,1.1333,381.0,1.3488,344.0,,pricing verification was completed because store traffic is stable.,1330.72,-541.36,,1,MANUAL_REVIEW
54,2023-12-08,417,10.96,1.1849,283.0,1.3655,521.0,89.03999999999999,manual check is complete and discount application is confirmed.,1330.78,-541.39,,0,AUTO_PASS
55,2023-12-08,346,22.25,1.3214,,1.3132,592.0,77.75,inventory update is complete and promotion status is approved.,1330.84,-541.42,,0,AUTO_PASS
56,2023-12-08,467,23.42,1.1605,322.0,1.386,608.0,76.58,inventory update is complete and promotion status is approved.,1330.9,-541.45,,0,AUTO_PASS
57,2023-12-08,487,11.48,1.1618,329.0,1.3342,554.0,88.52,manual check is complete and discount application is confirmed.,1330.96,-541.48,,0,AUTO_PASS
58,2023-12-08,647,20.43,,490.0,1.372,637.0,79.57,pricing verification was completed because store traffic is stable.,1331.02,-541.51,,1,MANUAL_REVIEW
59,2023-12-08,575,17.55,,319.0,1.3642,519.0,82.45,inventory update are complete and promotion status is aproved.,1331.08,-541.54,,0,AUTO_PASS
60,2023-12-08,374,10.61,1.4336,351.0,1.3489,534.0,89.39,manual check is complete and discount application is confirmed.,1331.14,-541.57,,0,AUTO_PASS
1,2023-12-09,424,34.96,1.2873,,1.3159,475.0,65.03999999999999,pricing verification was completed because store traffic is stable.,1331.2,-541.6,,0,AUTO_PASS
2,2023-12-09,637,17.45,1.305,461.0,1.3418,633.0,82.55,manual check is complete and discount application is confirmed.,1331.26,-541.63,,1,MANUAL_REVIEW
3,2023-12-09,593,21.27,1.1411,311.0,1.3012,534.0,78.73,inventory update is complete and promotion status is approved.,1331.32,-541.66,,0,AUTO_PASS
4,2023-12-09,377,10.05,1.2887,346.0,1.3502,316.0,89.95,manual check is complete and discount application is confirmed.,1331.38,-541.69,,0,AUTO_PASS
5,2023-12-09,327,,1.0687,264.0,1.3263,355.0,,manual check is complete and discount application is confirmed.,1331.44,-541.72,,0,AUTO_PASS
6,2023-12-09,653,15.61,1.3175,,1.4026,356.0,84.39,shift handover is complete and stock information is consistent.,1331.5,-541.75,,0,AUTO_PASS
7,2023-12-09,372,27.51,1.2799,360.0,1.333,667.0,72.49,shift handover is complete and stock information is consistent.,1331.56,-541.78,,0,AUTO_PASS
8,2023-12-09,472,11.91,1.0935,237.0,1.385,406.0,88.09,manual check is complete and discount application is confirmed.,1331.62,-541.81,,0,AUTO_PASS
9,2023-12-09,600,19.44,1.1832,425.0,1.3579,507.0,80.56,inventory update is complete and promotion status is approved.,1331.68,-541.84,,1,MANUAL_REVIEW
10,2023-12-09,611,24.14,1.3452,459.0,1.3586,609.0,75.86,inventory update is complete and promotion status is approved.,1331.74,-541.87,,1,MANUAL_REVIEW
11,2023-12-09,662,18.06,1.1498,280.0,1.4005,432.0,81.94,inventory update is complete and promotion status is approved.,1331.8,-541.9,,0,AUTO_PASS
12,2023-12-09,393,7.51,1.2616,427.0,1.3624,461.0,92.49,shift handover is complete and stock information is consistent.,1331.86,-541.93,,1,MANUAL_REVIEW
13,2023-12-09,391,16.8,1.1859,,1.3381,502.0,83.2,inventory update is complete and promotion status is approved.,1331.92,-541.96,,0,AUTO_PASS
14,2023-12-09,477,23.18,1.088,,1.334,409.0,76.82,manual check are complete and discount application is confirmed.,1331.98,-541.99,,0,AUTO_PASS
15,2023-12-09,732,31.36,1.1586,354.0,1.3539,650.0,68.64,manual check is complete and discount application is confirmed.,1332.04,-542.02,,0,AUTO_PASS
16,2023-12-09,774,12.3,1.0355,255.0,1.3514,467.0,87.7,inventory update is complete and promotion status is approved.,1332.1,-542.05,,0,AUTO_PASS
17,2023-12-09,453,27.04,0.8042,237.0,1.3534,466.0,72.96000000000001,inventory update is complete and promotion status is approved.,1332.16,-542.08,,0,AUTO_PASS
18,2023-12-09,431,3.0,1.2894,,1.3465,537.0,97.0,inventory update is complete and promotion status is approved.,1332.22,-542.11,,0,AUTO_PASS
19,2023-12-09,460,7.87,1.139,,1.3548,845.0,92.13,pricing verification was completed because store traffic is stable.,1332.28,-542.14,,0,AUTO_PASS
20,2023-12-09,405,26.88,1.1603,343.0,1.3692,523.0,73.12,inventory update is complete and promotion status is approved.,1332.34,-542.17,,0,AUTO_PASS
21,2023-12-09,400,5.81,1.0217,189.0,1.3299,316.0,94.19,shift handover is complete and stock information is consistent.,1332.4,-542.2,,0,AUTO_PASS
22,2023-12-09,448,23.46,1.1865,441.0,1.3787,425.0,76.53999999999999,shift handover is complete and stock information is consistent.,1332.46,-542.23,,1,MANUAL_REVIEW
23,2023-12-09,539,15.42,1.1706,150.0,1.3402,434.0,84.58,pricing verification was completed because store traffic is stable.,1332.52,-542.26,,0,AUTO_PASS
24,2023-12-09,768,23.46,1.0559,425.0,1.3473,636.0,76.53999999999999,pricing verification was completed because store traffic is stable.,1332.58,-542.29,,1,MANUAL_REVIEW
25,2023-12-09,458,35.57,1.3367,,1.3489,442.0,64.43,manual check is complete and discount application is confirmed.,1332.64,-542.32,,0,AUTO_PASS
26,2023-12-09,446,2.18,0.9616,187.0,1.3548,589.0,97.82,manual check is complete and discount application is confirmed.,1332.7,-542.35,,0,AUTO_PASS
27,2023-12-09,620,23.78,1.1372,,1.3451,465.0,76.22,inventory update is complete and promotion status is approved.,1332.76,-542.38,,0,AUTO_PASS
28,2023-12-09,429,16.41,1.2214,365.0,1.3767,496.0,83.59,inventory update is complete and promotion status is approved.,1332.82,-542.41,,0,AUTO_PASS
29,2023-12-09,361,8.75,1.1688,319.0,1.3392,532.0,91.25,inventory update is complete and promotion status is approved.,1332.88,-542.44,,0,AUTO_PASS
30,2023-12-09,790,11.9,1.2218,,1.3685,273.0,88.1,inventory update is complete and promotion status is approved.,1332.94,-542.47,,0,AUTO_PASS
31,2023-12-09,511,6.4,1.2369,189.0,1.3736,463.0,93.6,manual check is complete and discount application is confirmed.,1333.0,-542.5,,0,AUTO_PASS
