property_id,gr_liv_area,lot_area,year_built,overall_qual,garage_area,total_bsmt_sf,ms_zoning,neighborhood,sale_price,gr_liv_area_m2,total_enclosed_area_sqft,total_enclosed_area_m2,inspection_note,has_premium_finish,premium_finish_note,property_taxonomy_flat,lot_area_reported,reported_max_loan,record_extract_month
1993,589.0,11189.0,1963,6,195.0,1172.0,FV,NridgHt,145622.0,54.7199,1956.0,181.7183,lot area verification is complete because documents are available.,0,,FV>NridgHt,11189.0,131060.0,2024-01
1994,1017.0,13081.0,1978,9,597.0,852.0,RH,CollgCr,249810.0,94.4824,2466.0,229.0989,lot area verification is complete because documents are available.,1,verified,RH>CollgCr,13081.0,224829.0,2024-01
1995,2285.0,13793.0,1944,7,479.0,400.0,RM,Somerst,336855.0,212.2834,3164.0,293.9452,property inspection is complete and garage area is measured.,0,,RM>Somerst,13793.0,303170.0,2024-01
1996,1713.0,12673.0,1943,5,384.0,376.0,RH,CollgCr,220864.0,159.1429,2473.0,229.7492,zoning verification is complete and neighborhood information is confirmed.,0,,RH>CollgCr,1177.36,198778.0,2024-01
1997,1781.0,13826.0,1905,6,,1281.0,RM,Somerst,274466.0,165.4603,3896.0,361.9502,property inspection is complete and garage area is measured.,0,,RM>Somerst,13826.0,247019.0,2024-01
1998,1502.0,11685.0,1977,7,789.0,1132.0,FV,OldTown,263469.0,139.5404,3423.0,318.0071,lot area verification is complete because documents are available.,0,,FV>OldTown,1085.57,237122.0,2024-01
1999,1187.0,6042.0,1900,9,506.0,815.0,RL,NridgHt,247966.0,110.2759,2508.0,233.0008,property inspection is complete and garage area is measured.,1,verified,RL>NridgHt,6042.0,223169.0,2024-01
2000,1315.0,9974.0,1986,7,49.0,1104.0,FV,NridgHt,239311.0,122.1675,2468.0,229.2847,zoning verification is complete and neighborhood information is confirmed.,0,,FV>NridgHt,926.61,215380.0,2024-01
2001,738.0,13247.0,1960,6,378.0,725.0,RH,Somerst,168314.0,68.5624,1841.0,171.0345,sale condition was reviewed and valuation status is approved.,0,,RH>Somerst,13247.0,151483.0,2024-01
2002,1864.0,9745.0,1920,2,151.0,592.0,RM,Edwards,218783.0,173.1713,2607.0,242.1982,zoning verification is complete and neighborhood information is confirmed.,0,,RM>Edwards,9745.0,196905.0,2024-01
2003,1386.0,9434.0,1946,4,728.0,1180.0,FV,NridgHt,217738.0,128.7636,3294.0,306.0226,zoning verification is complete and neighborhood information is confirmed.,0,,FV>NridgHt,9434.0,195964.0,2024-01
2004,1209.0,4452.0,1921,3,724.0,751.0,RH,CollgCr,161760.0,112.3198,2684.0,249.3518,lot area verification is complete because documents are available.,0,,RH>CollgCr,4452.0,145584.0,2024-01
2005,1241.0,11858.0,2003,7,441.0,960.0,FV,Edwards,209619.0,115.2927,2642.0,245.4498,sale condition was reviewed and valuation status is approved.,0,,FV>Edwards,11858.0,188657.0,2024-01
2006,2078.0,13614.0,1910,8,604.0,718.0,RM,NridgHt,322259.0,193.0525,3400.0,315.8703,property inspection is complete and garage area is measured.,1,verified,RM>NridgHt,13614.0,290033.0,2024-01
2007,888.0,11610.0,1937,7,630.0,677.0,RL,Edwards,180996.0,82.4979,2195.0,203.9222,sale condition was reviewed and valuation status is approved.,0,,RL>Edwards,11610.0,162896.0,2024-01
2008,1610.0,11550.0,2001,9,517.0,1655.0,RM,Edwards,275471.0,149.5739,3782.0,351.3593,property inspection is complete and garage area is measured.,1,verified,RM>Edwards,11550.0,247924.0,2024-01
2009,1259.0,9732.0,1962,5,581.0,1337.0,FV,Edwards,249815.0,116.9649,3177.0,295.153,property inspection is complete and garage area is measured.,0,,FV>Edwards,9732.0,224834.0,2024-01
2010,1718.0,14238.0,1958,6,898.0,1646.0,RL,OldTown,253206.0,159.6074,4262.0,395.9528,lot area verification is complete because documents are available.,0,,RL>OldTown,14238.0,227885.0,2024-01
2011,1274.0,18949.0,1985,6,438.0,899.0,RH,CollgCr,234161.0,118.3585,2611.0,242.5698,zoning verification is complete and neighborhood information is confirmed.,0,,RH>CollgCr,18949.0,210745.0,2024-01
2012,1114.0,,1994,8,267.0,532.0,RM,Edwards,201707.0,103.494,1913.0,177.7235,sale condition was reviewed and valuation status is approved.,1,verified,RM>Edwards,843.37,181536.0,2024-01
2013,1922.0,14505.0,1926,3,429.0,708.0,FV,Somerst,263992.0,178.5596,3059.0,284.1904,sale condition was reviewed and valuation status is approved.,0,,FV>Somerst,14505.0,237593.0,2024-01
2014,1185.0,7138.0,1991,7,409.0,606.0,RM,Somerst,234867.0,110.0901,2200.0,204.3867,zoning verification is complete and neighborhood information is confirmed.,0,,RM>Somerst,7138.0,211380.0,2024-01
2015,1818.0,8471.0,1896,5,,776.0,RH,OldTown,269878.0,168.8977,3165.0,294.0381,sale condition was reviewed and valuation status is approved.,0,,RH>OldTown,786.98,242890.0,2024-01
2016,1722.0,5607.0,1961,2,850.0,957.0,RL,OldTown,241106.0,159.979,3529.0,327.8548,sale condition was reviewed and valuation status is approved.,0,,RL>OldTown,5607.0,216995.0,2024-01
2017,2074.0,,1916,5,507.0,1366.0,FV,Somerst,282092.0,192.6809,3947.0,366.6883,property inspection is complete and garage area is measured.,0,,FV>Somerst,13685.0,253883.0,2024-01
2018,1238.0,9770.0,1976,6,743.0,1564.0,RH,NridgHt,223958.0,115.014,3545.0,329.3413,lot area verification is complete because documents are available.,0,,RH>NridgHt,9770.0,201562.0,2024-01
2019,1475.0,5103.0,1898,9,80.0,788.0,RH,NridgHt,241986.0,137.032,2343.0,217.6718,sale condition was reviewed and valuation stauts are approved.,1,verified,RH>NridgHt,5103.0,217787.0,2024-01
2020,814.0,14734.0,1913,7,,309.0,RL,NridgHt,180496.0,75.6231,1737.0,161.3726,sale condition was reviewed and valuation status is approved.,0,,RL>NridgHt,1368.83,162446.0,2024-01
2021,1244.0,5361.0,1992,7,403.0,570.0,RM,NAmes,217663.0,115.5714,2217.0,205.966,sale condition was reviewed and valuation status is approved.,0,,RM>NAmes,5361.0,195897.0,2024-01
2022,1191.0,13069.0,1958,4,535.0,973.0,RL,CollgCr,193770.0,110.6475,2699.0,250.7453,zoning verification is complete and neighborhood information is confirmed.,0,,RL>CollgCr,13069.0,174393.0,2024-01
2023,758.0,11372.0,1926,6,704.0,0.0,RM,CollgCr,184181.0,70.4205,1462.0,135.8242,lot area verification is complete because documents are available.,0,,RM>CollgCr,11372.0,165763.0,2024-01
2024,1297.0,2000.0,1980,4,701.0,674.0,RL,CollgCr,200397.0,120.4952,2672.0,248.2369,zoning verification is complete and neighborhood information is confirmed.,0,,RL>CollgCr,185.81,180357.0,2024-01
2025,1088.0,10259.0,1929,9,369.0,554.0,RM,CollgCr,220753.0,101.0785,2011.0,186.828,sale condition was reviewed and valuation status is approved.,1,verified,RM>CollgCr,10259.0,198678.0,2024-01
2026,1451.0,8773.0,1919,9,660.0,639.0,RL,CollgCr,254211.0,134.8023,2750.0,255.4834,property inspection is complete and garage area is measured.,1,verified,RL>CollgCr,8773.0,228790.0,2024-01
2027,1696.0,4226.0,1947,9,512.0,1209.0,FV,NAmes,311288.0,157.5636,3417.0,317.4497,sale condition was reviewed and valuation status is approved.,1,verified,FV>NAmes,4226.0,280159.0,2024-01
2028,1731.0,12953.0,1984,2,420.0,1528.0,FV,CollgCr,226389.0,160.8152,3679.0,341.7903,property inspection is complete and garage area is measured.,0,,FV>CollgCr,12953.0,203750.0,2024-01
2029,1568.0,10097.0,1940,8,557.0,1026.0,RL,CollgCr,245421.0,145.672,3151.0,292.7375,sale condition was reviewed and valuation status is approved.,1,verified,RL>CollgCr,10097.0,220879.0,2024-01
2030,1668.0,11512.0,1944,4,222.0,216.0,RL,Somerst,232651.0,154.9623,2106.0,195.6538,lot area verification is complete because documents are available.,0,,RL>Somerst,1069.5,209386.0,2024-01
2031,1545.0,7714.0,1972,4,0.0,429.0,FV,CollgCr,211912.0,143.5352,1974.0,183.3906,property inspection is complete and garage area is measured.,0,,FV>CollgCr,7714.0,190721.0,2024-01
2032,760.0,12715.0,1943,8,608.0,1385.0,RL,OldTown,203752.0,70.6063,2753.0,255.7621,property inspection is complete and garage area is measured.,1,verified,RL>OldTown,12715.0,183377.0,2024-01
2033,1478.0,7701.0,1917,3,346.0,1311.0,FV,NridgHt,229223.0,137.3107,3135.0,291.251,property inspection is complete and garage area is measured.,0,,FV>NridgHt,7701.0,206301.0,2024-01
2034,1550.0,15425.0,1954,3,790.0,1149.0,RM,NAmes,212027.0,143.9997,3489.0,324.1387,property inspection is complete and garage area is measured.,0,,RM>NAmes,1433.03,190824.0,2024-01
2035,1476.0,12020.0,1919,9,,752.0,FV,Edwards,264556.0,137.1249,2648.0,246.0072,property inspection is complete and garage area is measured.,1,verified,FV>Edwards,12020.0,238100.0,2024-01
2036,1913.0,7707.0,1930,4,128.0,738.0,RH,NAmes,253634.0,177.7235,2779.0,258.1775,sale condition was reviewed and valuation status is approved.,0,,RH>NAmes,7707.0,228271.0,2024-01
2037,1385.0,13344.0,1943,9,409.0,1013.0,RL,NAmes,221357.0,128.6707,2807.0,260.7788,sale condition was reviewed and valuation status is approved.,1,verified,RL>NAmes,13344.0,199221.0,2024-01
2038,1656.0,10777.0,1993,8,632.0,1711.0,RM,OldTown,294727.0,153.8474,3999.0,371.5193,lot area verification is complete because documents are available.,1,verified,RM>OldTown,10777.0,265254.0,2024-01
2039,1875.0,13103.0,1953,6,310.0,794.0,RM,NridgHt,303856.0,174.1932,2979.0,276.7582,sale condition was reviewed and valuation status is approved.,0,,RM>NridgHt,13103.0,273470.0,2024-01
2040,1310.0,5703.0,1989,9,564.0,762.0,FV,CollgCr,227512.0,121.703,2636.0,244.8924,lot area verification is complete because documents are available.,1,verified,FV>CollgCr,5703.0,204761.0,2024-01
2041,2058.0,2511.0,2004,2,334.0,959.0,FV,NAmes,264498.0,191.1945,3351.0,311.3181,sale condition was reviewed and valuation status is approved.,0,,FV>NAmes,2511.0,238048.0,2024-01
2042,1489.0,10644.0,1948,6,606.0,445.0,FV,CollgCr,235075.0,138.3326,2540.0,235.9737,lot area verification is complete because documents are available.,0,,FV>CollgCr,10644.0,211568.0,2024-01
2043,1283.0,7240.0,1954,8,89.0,1124.0,FV,NridgHt,217310.0,119.1946,2496.0,231.886,zoning verification is complete and neighborhood information is confirmed.,1,verified,FV>NridgHt,7240.0,195579.0,2024-01
2044,1452.0,12832.0,1934,9,796.0,957.0,FV,Somerst,263894.0,134.8952,3205.0,297.7542,property inspection is complete and garage area is measured.,1,verified,FV>Somerst,12832.0,237505.0,2024-01
2045,1294.0,13483.0,1923,7,442.0,539.0,FV,CollgCr,225574.0,120.2165,2275.0,211.3544,sale condition was reviewed and valuation status is approved.,0,,FV>CollgCr,1252.61,203017.0,2024-01
2046,1628.0,,1949,3,-328.0,526.0,RH,NridgHt,209919.0,151.2461,2482.0,230.5853,sale condition was reviewed and valuation status is approved.,0,,RH>NridgHt,6632.0,188927.0,2024-01
2047,1894.0,16573.0,1966,7,605.0,825.0,RM,NridgHt,286406.0,175.9584,3324.0,308.8097,lot area verification is complete because documents are available.,0,,RM>NridgHt,16573.0,257765.0,2024-01
2048,1893.0,11290.0,1951,6,461.0,926.0,RH,Edwards,291384.0,175.8655,3280.0,304.722,zoning verification is complete and neighborhood information is confirmed.,0,,RH>Edwards,11290.0,262246.0,2024-01
2049,777.0,8592.0,1897,3,384.0,1105.0,RL,Somerst,126147.0,72.1857,2266.0,210.5183,sale condition was reviewed and valuation status is approved.,0,,RL>Somerst,798.22,113532.0,2024-01
2050,2041.0,14234.0,2008,2,390.0,851.0,RL,Somerst,253487.0,189.6151,3282.0,304.9078,lot area verification is complete because documents are available.,0,,RL>Somerst,14234.0,228138.0,2024-01
2051,1772.0,0.0,2004,6,341.0,534.0,RM,Somerst,279021.0,164.6242,2647.0,245.9143,sale condition was reviewed and valuation status is approved.,0,,RM>Somerst,1253.63,251119.0,2024-01
2052,1196.0,9504.0,1968,8,580.0,1199.0,FV,Edwards,218123.0,111.112,2975.0,276.3865,sale condition was reviewed and valuation status is approved.,1,verified,FV>Edwards,882.95,196311.0,2024-01
2053,911.0,5228.0,1972,3,629.0,1258.0,RM,NridgHt,135994.0,84.6347,2798.0,259.9427,sale condition was reviewed and valuation status is approved.,0,,RM>NridgHt,5228.0,122395.0,2024-01
2054,1090.0,5629.0,1997,7,522.0,955.0,RL,Somerst,211937.0,101.2643,2567.0,238.4821,lot area verification is complete because documents are available.,0,,RL>Somerst,522.95,190743.0,2024-01
2055,1851.0,10102.0,2003,3,415.0,880.0,RL,Edwards,243677.0,171.9635,3146.0,292.273,lot area verification is complete because documents are available.,0,,RL>Edwards,10102.0,219309.0,2024-01
2056,1963.0,13384.0,1953,9,863.0,587.0,FV,Somerst,301414.0,182.3687,3413.0,317.0781,property inspection is complete and garage area is measured.,1,verified,FV>Somerst,13384.0,271273.0,2024-01
2057,1795.0,2296.0,1910,5,322.0,1052.0,RH,CollgCr,234428.0,166.761,3169.0,294.4097,sale condition was reviewed and valuation status is approved.,0,,RH>CollgCr,2296.0,210985.0,2024-01
2058,1697.0,10363.0,1920,8,,369.0,RL,Somerst,,157.6565,2577.0,239.4111,lot area verification is complete because documents are available.,1,verified,RL>Somerst,10363.0,280064.0,2024-01
2059,1715.0,9454.0,2007,6,225.0,622.0,RM,Edwards,261885.0,159.3287,2562.0,238.0176,sale condition was reviewed and valuation status is approved.,0,,RM>Edwards,9454.0,235696.0,2024-01
2060,728.0,14114.0,1996,9,352.0,1052.0,FV,NAmes,213496.0,67.6334,2132.0,198.0693,property inspection is complete and garage area is measured.,1,verified,FV>NAmes,14114.0,192146.0,2024-01
2061,1339.0,2000.0,1985,5,78.0,1153.0,RM,CollgCr,199516.0,124.3972,2570.0,238.7608,sale condition was reviewed and valuation status is approved.,0,,RM>CollgCr,2000.0,179564.0,2024-01
2062,1927.0,11304.0,2010,9,645.0,797.0,RM,NAmes,316356.0,179.0242,3369.0,312.9903,sale condition was reviewed and valuation status is approved.,1,verified,RM>NAmes,1050.18,284720.0,2024-01
2063,1882.0,7195.0,1922,5,105.0,780.0,RM,OldTown,252589.0,174.8435,2767.0,257.0627,lot area verfication is complete because documents are available.,0,,RM>OldTown,7195.0,227330.0,2024-01
2064,2367.0,11189.0,1980,7,122.0,873.0,RL,Edwards,313902.0,219.9015,3362.0,312.34,sale condition was reviewed and valuation status is approved.,0,,RL>Edwards,11189.0,282512.0,2024-01
2065,1561.0,20894.0,1920,4,518.0,248.0,RL,CollgCr,224268.0,145.0216,2327.0,216.1854,lot area verification is complete because documents are available.,0,,RL>CollgCr,20894.0,201841.0,2024-01
2066,1620.0,16746.0,1900,9,740.0,893.0,FV,Edwards,280618.0,150.5029,3253.0,302.2136,lot area verification is complete because documents are available.,1,verified,FV>Edwards,16746.0,252556.0,2024-01
2067,2105.0,11113.0,1952,4,676.0,1015.0,RL,Edwards,,195.5609,3796.0,352.6599,property inspection is complete and garage area is measured.,0,,RL>Edwards,1032.43,277078.0,2024-01
2068,1526.0,3800.0,1923,5,603.0,664.0,RM,NAmes,235328.0,141.77,2793.0,259.4782,property inspection is complete and garage area is measured.,0,,RM>NAmes,3800.0,211795.0,2024-01
2069,1656.0,7775.0,1941,3,202.0,249.0,RL,Edwards,191981.0,153.8474,2107.0,195.7467,zoning verification is complete and neighborhood information is confirmed.,0,,RL>Edwards,7775.0,172783.0,2024-01
2070,1555.0,14849.0,2007,6,590.0,613.0,RH,Edwards,268886.0,144.4642,2758.0,256.2266,zoning verification is complete and neighborhood information is confirmed.,0,,RH>Edwards,14849.0,241997.0,2024-01
2071,1044.0,8820.0,1921,7,,891.0,RH,NAmes,195982.0,96.9908,2305.0,214.1415,property inspection are complete and garage area is measured.,0,,RH>NAmes,8820.0,176384.0,2024-01
2072,1518.0,5720.0,1986,9,44.0,1077.0,RL,Edwards,234844.0,141.0268,2639.0,245.1711,zoning verification is complete and neighborhood information is confirmed.,1,verified,RL>Edwards,5720.0,211360.0,2024-01
2073,1769.0,10343.0,1897,8,419.0,1201.0,RH,Edwards,264201.0,164.3455,3389.0,314.8484,lot area verification is complete because documents are available.,1,verified,RH>Edwards,10343.0,237781.0,2024-01
2074,1420.0,9341.0,1968,3,588.0,1031.0,FV,Edwards,203762.0,131.9223,3039.0,282.3323,zoning verification is complete and neighborhood information is confirmed.,0,,FV>Edwards,9341.0,183386.0,2024-01
2075,1556.0,15285.0,1942,7,318.0,1079.0,RL,Somerst,241128.0,144.5571,2953.0,274.3427,sale condition was reviewed and valuation status is approved.,0,,RL>Somerst,15285.0,217015.0,2024-01
2076,2112.0,0.0,1956,5,650.0,1308.0,FV,NAmes,249314.0,196.2112,4070.0,378.1154,property inspection is complete and garage area is measured.,0,,FV>NAmes,6506.0,224383.0,2024-01
2077,954.0,7079.0,1891,2,529.0,1361.0,RL,NridgHt,130710.0,88.6295,2844.0,264.2162,zoning verification is complete and neighborhood information is confirmed.,0,,RL>NridgHt,7079.0,117639.0,2024-01
2078,1754.0,12345.0,1997,6,291.0,877.0,FV,NAmes,278335.0,162.9519,2922.0,271.4627,lot area verification is complete because documents are available.,0,,FV>NAmes,1146.89,250502.0,2024-01
2079,1839.0,11632.0,1987,7,379.0,431.0,RM,OldTown,273550.0,170.8487,2649.0,246.1002,sale condition was reviewed and valuation status is approved.,0,,RM>OldTown,11632.0,246195.0,2024-01
2080,964.0,10862.0,1940,3,214.0,662.0,FV,OldTown,148463.0,89.5585,1840.0,170.9416,property inspection is complete and garage area is measured.,0,,FV>OldTown,10862.0,133617.0,2024-01
2081,1980.0,11016.0,1992,5,517.0,771.0,RH,NridgHt,249041.0,183.948,3268.0,303.6071,lot area verification is complete because documents are available.,0,,RH>NridgHt,1023.42,224137.0,2024-01
2082,2760.0,18820.0,1932,4,649.0,881.0,RH,OldTown,335963.0,256.4124,4290.0,398.554,lot area verification is complete because documents are available.,0,,RH>OldTown,18820.0,302367.0,2024-01
2083,2048.0,7177.0,1983,3,337.0,901.0,FV,OldTown,,190.2654,3286.0,305.2794,sale condition was reviewed and valuation status is approved.,0,,FV>OldTown,666.76,248665.0,2024-01
2084,2260.0,9061.0,1942,2,611.0,1317.0,FV,NridgHt,298540.0,209.9609,4188.0,389.0779,sale condition was reviewed and valuation status is approved.,0,,FV>NridgHt,9061.0,268686.0,2024-01
2085,974.0,15930.0,1950,5,552.0,1085.0,RH,CollgCr,200263.0,90.4876,2611.0,242.5698,sale condition was reviewed and valuation status is approved.,0,,RH>CollgCr,15930.0,180237.0,2024-01
2086,1829.0,8124.0,1955,9,409.0,790.0,RM,NAmes,306493.0,169.9197,3028.0,281.3104,zoning verification is complete and neighborhood information is confirmed.,1,verified,RM>NAmes,754.74,275844.0,2024-01
2087,1655.0,14641.0,1900,7,111.0,395.0,RL,OldTown,252823.0,153.7545,2161.0,200.7635,zoning verification is complete and neighborhood information is confirmed.,0,,RL>OldTown,1360.19,227541.0,2024-01
2088,1316.0,,1949,2,0.0,1589.0,RL,NridgHt,180663.0,122.2604,2905.0,269.8833,property inspection is complete and garage area is measured.,0,,RL>NridgHt,11754.0,162597.0,2024-01
2089,2337.0,4000.0,1918,4,510.0,1616.0,RH,NridgHt,279961.0,217.1144,4463.0,414.6263,property inspection is complete and garage area is measured.,0,,RH>NridgHt,4000.0,251965.0,2024-01
2090,1309.0,7640.0,1991,9,637.0,1159.0,RL,NAmes,231154.0,121.6101,3105.0,288.4639,sale condition was reviewed and valuation status is approved.,1,verified,RL>NAmes,7640.0,208039.0,2024-01
2091,1106.0,10611.0,1978,2,523.0,852.0,RH,Edwards,163064.0,102.7508,2481.0,230.4924,lot area verification is complete because documents are available.,0,,RH>Edwards,10611.0,146758.0,2024-01
2092,1616.0,3790.0,1983,9,237.0,464.0,RL,NridgHt,278346.0,150.1313,2317.0,215.2563,property inspection is complete and garage area is measured.,1,verified,RL>NridgHt,3790.0,250511.0,2024-01
2093,1170.0,10627.0,1999,8,502.0,888.0,RM,Edwards,219003.0,108.6966,2560.0,237.8318,zoning verification is complete and neighborhood information is confirmed.,1,verified,RM>Edwards,10627.0,197103.0,2024-01
2094,2129.0,6976.0,1900,5,447.0,416.0,RL,Somerst,260033.0,197.7906,2992.0,277.9659,sale condition was reviewed and valuation status is approved.,0,,RL>Somerst,6976.0,234030.0,2024-01
2095,595.0,6649.0,1943,5,676.0,792.0,RM,CollgCr,174816.0,55.2773,2063.0,191.659,lot area verification is complete because documents are available.,0,,RM>CollgCr,6649.0,157334.0,2024-01
2096,1355.0,29474.0,1980,4,291.0,849.0,RH,Edwards,222277.0,125.8836,2495.0,231.7931,lot area verification is complete because documents are available.,0,,RH>Edwards,29474.0,200049.0,2024-01
2097,621.0,15611.0,1970,6,69.0,635.0,RM,NridgHt,130511.0,57.6928,1325.0,123.0965,lot area verification is complete because documents are available.,0,,RM>NridgHt,15611.0,117460.0,2024-01
2098,1663.0,14310.0,1897,8,,1219.0,RH,Edwards,280610.0,154.4978,3616.0,335.9374,sale condition was reviewed and valuation status is approved.,1,verified,RH>Edwards,1329.44,252549.0,2024-01
2099,1966.0,4352.0,1912,3,602.0,634.0,RH,OldTown,250450.0,182.6474,3202.0,297.4755,sale condition was reviewed and valuation status is approved.,0,,RH>OldTown,4352.0,225405.0,2024-01
2100,1713.0,4967.0,1965,4,441.0,834.0,RH,NridgHt,216622.0,159.1429,2988.0,277.5943,property inspection is complete and garage area is measured.,0,,RH>NridgHt,4967.0,194960.0,2024-01
2101,1973.0,12826.0,1963,3,377.0,1636.0,RM,NAmes,263053.0,183.2977,3986.0,370.3115,zoning verification is complete and neighborhood information is confirmed.,0,,RM>NAmes,12826.0,236748.0,2024-01
2102,965.0,,1903,2,126.0,1126.0,RH,Somerst,153845.0,89.6514,2217.0,205.966,zoning verification is complete and neighborhood information is confirmed.,0,,RH>Somerst,2000.0,138460.0,2024-01
2103,1544.0,6668.0,2004,5,402.0,1301.0,RM,Edwards,243497.0,143.4423,3247.0,301.6562,lot area verification is complete because documents are available.,0,,RM>Edwards,6668.0,219147.0,2024-01
2104,1493.0,6762.0,1913,5,,748.0,RL,NridgHt,232836.0,138.7042,3009.0,279.5452,property inspection is complete and garage area is measured.,0,,RL>NridgHt,6762.0,209552.0,2024-01
2105,1410.0,8493.0,1993,2,388.0,553.0,RL,Somerst,244326.0,130.9933,2351.0,218.415,zoning verification is complete and neighborhood information is confirmed.,0,,RL>Somerst,8493.0,219893.0,2024-01
2106,1135.0,14588.0,1993,8,459.0,972.0,RH,Edwards,188903.0,105.445,2566.0,238.3892,property inspection is complete and garage area is measured.,1,verified,RH>Edwards,14588.0,170013.0,2024-01
2107,1751.0,16060.0,2003,6,617.0,719.0,RH,NridgHt,273959.0,162.6732,3087.0,286.7917,zoning verification is complete and neighborhood information is confirmed.,0,,RH>NridgHt,16060.0,246563.0,2024-01
2108,911.0,12752.0,1901,8,109.0,1157.0,RM,OldTown,200660.0,84.6347,2177.0,202.2499,lot area verification is complete because documents are available.,1,verified,RM>OldTown,12752.0,180594.0,2024-01
2109,1496.0,5487.0,1909,8,,993.0,RL,NridgHt,266597.0,138.9829,3068.0,285.0265,property inspection is complete and garage area is measured.,1,verified,RL>NridgHt,5487.0,239937.0,2024-01
2110,1562.0,6029.0,1943,8,502.0,1452.0,RL,Somerst,233061.0,145.1145,3516.0,326.6471,zoning verification is complete and neighborhood information is confirmed.,1,verified,RL>Somerst,6029.0,209755.0,2024-01
2111,1338.0,14909.0,1991,3,722.0,965.0,RM,OldTown,212136.0,124.3043,3025.0,281.0317,lot area verification is complete because documents are available.,0,,RM>OldTown,14909.0,190922.0,2024-01
2112,909.0,13184.0,1977,4,372.0,1169.0,RH,NAmes,156122.0,84.4489,2450.0,227.6124,lot area verification is complete because documents are available.,0,,RH>NAmes,13184.0,140510.0,2024-01
2113,1633.0,14605.0,1893,7,663.0,1302.0,RM,OldTown,272162.0,151.7107,3598.0,334.2651,property inspection is complete and garage area is measured.,0,,RM>OldTown,1356.85,244946.0,2024-01
2114,1694.0,6175.0,1977,3,215.0,1135.0,FV,Somerst,211319.0,157.3777,3044.0,282.7969,sale condition was reviewed and valuation status is approved.,0,,FV>Somerst,6175.0,190187.0,2024-01
2115,1299.0,8597.0,1952,7,355.0,913.0,FV,NAmes,216097.0,120.681,2567.0,238.4821,lot area verification is complete because documents are available.,0,,FV>NAmes,8597.0,194487.0,2024-01
2116,1535.0,15059.0,1923,5,664.0,1473.0,FV,Edwards,253755.0,142.6062,3672.0,341.14,property inspection is complete and garage area is measured.,0,,FV>Edwards,15059.0,228380.0,2024-01
2117,1137.0,13662.0,1945,3,507.0,1425.0,RL,Edwards,161281.0,105.6308,3069.0,285.1194,lot area verification is complete because documents are available.,0,,RL>Edwards,13662.0,145153.0,2024-01
2118,2125.0,0.0,1917,5,517.0,699.0,FV,NAmes,290949.0,197.419,3341.0,310.3891,lot area verification is complete because documents are available.,0,,FV>NAmes,13685.0,261854.0,2024-01
2119,2445.0,12277.0,1941,3,490.0,1626.0,RH,CollgCr,,227.1479,4561.0,423.7308,lot area verification is complete because documents are available.,0,,RH>CollgCr,12277.0,287723.0,2024-01
2120,1656.0,7469.0,1914,3,566.0,613.0,FV,NridgHt,228935.0,153.8474,2835.0,263.3801,zoning verification is complete and neighborhood information is confirmed.,0,,FV>NridgHt,7469.0,206042.0,2024-01
2121,1810.0,12719.0,1971,4,718.0,950.0,FV,OldTown,226914.0,168.1545,3478.0,323.1168,property inspection is complete and garage area is measured.,0,,FV>OldTown,12719.0,204223.0,2024-01
2122,2206.0,11017.0,2007,7,572.0,898.0,FV,Edwards,,204.9441,3676.0,341.5116,sale condition was reviewed and valuation stauts are approved.,0,,FV>Edwards,11017.0,302197.0,2024-01
2123,1648.0,8047.0,1927,2,546.0,1156.0,RL,NridgHt,228419.0,153.1042,3350.0,311.2252,lot area verification is complete because documents are available.,0,,RL>NridgHt,8047.0,205577.0,2024-01
2124,2090.0,7807.0,1968,7,232.0,852.0,RH,NridgHt,287871.0,194.1674,3174.0,294.8742,sale condition were reviewed and valuation stauts is approved.,0,,RH>NridgHt,7807.0,259084.0,2024-01
2125,979.0,10974.0,1971,6,235.0,1140.0,RH,OldTown,169141.0,90.9521,2354.0,218.6938,sale condition was reviewed and valuation status is approved.,0,,RH>OldTown,10974.0,152227.0,2024-01
2126,450.0,10079.0,2007,5,422.0,662.0,FV,Edwards,136230.0,41.8064,1534.0,142.5133,zoning verification is complete and neighborhood information is confirmed.,0,,FV>Edwards,10079.0,122607.0,2024-01
2127,1804.0,8871.0,1981,3,317.0,148.0,RL,Somerst,225511.0,167.5971,2269.0,210.797,sale condition was reviewed and valuation status is approved.,0,,RL>Somerst,8871.0,202960.0,2024-01
2128,1918.0,10269.0,1900,6,381.0,978.0,RM,Somerst,,178.188,3277.0,304.4433,lot area verification is complete because documents are available.,0,,RM>Somerst,10269.0,264876.0,2024-01
2129,1300.0,8166.0,1953,6,522.0,361.0,FV,CollgCr,219930.0,120.774,2183.0,202.8073,property inspection is complete and garage area is measured.,0,,FV>CollgCr,8166.0,197937.0,2024-01
2130,1143.0,11881.0,1961,6,434.0,1025.0,FV,Somerst,215339.0,106.1882,2602.0,241.7337,lot area verification is complete because documents are available.,0,,FV>Somerst,1103.78,193805.0,2024-01
2131,1565.0,11643.0,1918,5,,720.0,FV,NridgHt,228474.0,145.3933,2738.0,254.3685,sale condition was reviewed and valuation status is approved.,0,,FV>NridgHt,11643.0,205627.0,2024-01
2132,1316.0,11906.0,1943,8,667.0,667.0,FV,OldTown,245409.0,122.2604,2650.0,246.1931,property inspection is complete and garage area is measured.,1,verified,FV>OldTown,11906.0,220868.0,2024-01
